rec_id, culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number, family_role
rec-9881-org,   eng, f, 36, 19821025, , jake, morriss, nsw, guildford west, 6027, 54, boswell crescent, , 612 69330956, 4963302, 8, NoRole
rec-6360-dup-1, chi, f, 25, 19930107, , lachlan, ping, , belnkxn, 5143, 1, national circuit, , 03 71238640, 6097336, 9, NoRole
rec-7104-org,   chi, f, 35, , , mason, chow, qld, fairy bower, 4065, 38, manity court, , 03 73076747, 5294915, 5, NoRole
rec-3371-dup-1, ind, m, 33, , , liam, , ns , fishing point, 2913, 4 , bealy street, brentwoo  vlge, o8 5481 243, 9067 1 7, 4, NoRole
rec-9388-org,   vie, , 22, , pfc, james, trieu, vic, gruyere, 4507, 34, olympus way, , 8 22755029, 7338823, 3, NoRole
rec-5493-org,   fre, m, 20, 19980326, ms, crystal, boulottolle, , wantirna, 2447, 737, albermarle place, sundown motor vill, 02 31502375, 3142971, 9, NoRole
rec-9883-dup-0, eng, f, 28, 19900530, , aid a n, jam s on, qld, croma rty, Z753, 3, balonn e s treet, kincumber na tical vlge, 613 10626614, 5396 121, 4, NoRole
rec-7296-org,   eng, f, 33, 19850707, dr, alicia, fairburn, wa, beachlands, 2650, 39, rainbow place, , 02 57274513, 8554528, 9, NoRole
rec-5701-dup-1, ita, m, 6 , , , madel ne, menoc hio, nsw, , 4124, 4, wattle   reet, , 2 82130428, 2080 332, 6, NoRole
rec-1601-org,   unk, f, , 19530506, ms, kristo, strampher, , llandilo, 3690, 2, arabana street, hawkins masonic vlge, , 4532668, 9, NoRole
rec-8578-dup-2, eng, f, 29, 19891220, , alis , whittem re, q d, macquar ie fields, 616 , R 4, burn5 c rcuit, toomba, 613 1463906s, 7905978, 1, NoRole
rec-8054-dup-2, chi, f, 31, 19870805, mr, ckloe, cki, vic, essendon nort, 2170, 9, kumzton place, , 618 31250705, 9488026, 5, NoRole
rec-7600-org,   eng, f, , 19490211, mr, william, banister, nsw, bundabah, 2170, 8, becke place, , 03 16046299, 8923824, 0, NoRole
rec-6358-org,   cze, f, 10, 20081106, , hari, , sa, rapid bay, 5554, 49, wakefield avenue, , 617 27568165, 5775601, 5, NoRole
rec-741-org,   dut, f, 22, , , amy, vehaarst, sa, blakeview, 3076, 60, oxley street, , 617 45586993, 9783758, 8, NoRole
rec-1572-org,   ger, f, 10, 20080706, , mitchell, winckelmann, nsw, mount hunter, 6450, 3, moore street, , 612 40765858, 9806130, 1, NoRole
rec-6248-org,   chi, f, 37, 19810904, ms, james, shanggwan, nsw, blackville, 4211, 8, coobina place, burraroo, 612 96294246, 5749961, 1, NoRole
rec-7136-org,   cze, f, 33, 19851222, ms, rosie, burianova, nsw, ballina, 4650, 43, belmore garden, , 2 16171193, 4148990, 5, NoRole
rec-116-org,   usa, f, , , , kai, sampson, nsw, budderoo, 2790, 3, strickland crescent, , 612 89599600, 1448963, 5, NoRole
rec-9633-dup-1, hun, f, 21, , , stoxua, rÁcz, nsw, maryfile, 5015, 37, sandofer circuid, alea, , 7899508, 4, NoRole
rec-8205-org,   unk, m, 28, , ms, kailey, aarts, wa, kudardup, 4075, 23, dalrymple street, , 08 72029616, 9121629, 0, NoRole
rec-9265-dup-2, eng, m, 29, , , joshua, speitht, qld, oxford, 2567, 43, loureirobstreet, wallaroi west, 02 17932244, 9298626, 8, NoRole
rec-9678-org,   , , , 19330315, , kallie, highet, wa, hammond park, 3127, 49, pennefather street, , 08 39050260, 6054838, 2, NoRole
rec-5571-dup-1, usa, m, 23, 19951118, mr, ella, ad k i s, nsw, pros e ct, 319 , 94, noarlunga crescent, tobr  k se, 02 09461475, 7572995, 6, NoRole
rec-9383-org,   eng, f, 28, 19900923, mr, oliver, cristians, , orange, 5114, 13, erldunda circuit, ruglen, 04 79554828, 5061332, 4, NoRole
rec-2248-dup-2, unk, f, 3 , 19820204, mr, i a i n, aaro , ql  , mana o ri, 3781, 2, badimara street, riverside professi onal centre (cnr banks, 613 96744356, 5371014, 5, NoRole
rec-5390-org,   cze, m, , 19160129, mr, michael, rucklova, , raymond terrace, 3170, 4, bates street, , 07 71274957, 8601533, 0, NoRole
rec-130-org,   usa, f, 19, 19990422, , harry, foreman, nsw, mandalong, 3350, 60, santry place, , 612 65500706, 7825435, 6, NoRole
rec-7172-dup-1, eng, f, 35, 19831113, , pa  i a, ker  ey, vi c, weatherboard, 2526, , spafford c rescent, , 618 30295889, 6264475, 7, NoRole
rec-2077-org,   chi, f, 29, 19890221, , olivia, toy, nsw, wang wauk, 4121, 39, osburn drive, goldenoaks village, 612 55574754, 2984588, 3, NoRole
rec-6734-org,   ara, f, 6, 20121007, , bella, , sa, dudley park, 6005, 15, must circuit, , 07 09884227, 3611180, 9, NoRole
rec-8252-dup-2, jew, f, 30, 198 8 330, ms, bianca, dienesman, nsw, qow e, 3106, 2 , doyle  errace, , 02 43946535, 3690 4 8, 6, NoRole
rec-6073-org,   iri, f, 35, 19830407, , riley, quirke, qld, elliott, 6018, 71, dethridge street, , 03 71857074, 1483881, 9, NoRole
rec-4496-dup-0, dan, , , 19100624, , amy, sttteinccke, njw, zujiong, 4069, 41, brundon strit, rawdon, 03 26763869, 7962131, 2, NoRole
rec-7535-org,   ina, f, 26, 19920618, , ella, iskandar, nsw, faulconbridge, 4703, 56, mcleod place, , 612 73008526, 5122033, 1, NoRole
rec-547-org,   unk, f, 35, 19830224, ms, jeremy, stranger, nsw, jeogla, 2440, 40, evan place, farringdon village, 612 49163117, 9033604, 3, NoRole
rec-7040-org,   chi, f, 8, , , daen, kat, qld, kingston, 2747, 33, paul coe crescent, , 613 35826946, 7946567, 6, NoRole
rec-2286-org,   usa, f, 33, 19851103, , harrison, love, qld, mulgildie, 2008, 44, wilkins street, , 3 48851735, 2365272, 1, NoRole
rec-2444-dup-2, usa, m, 23, 19951029, , naomi, poel, wa, mond olant, 4510, 3642, arabana strit, , 8 69828934, 7640594, 0, NoRole
rec-8877-org,   chi, f, , 19300710, , oliver, san, vic, merricks, 2488, 693, bendigo street, banora, , 5633207, 5, NoRole
rec-5985-org,   , f, , 19260919, pfc, ethan, kiss, sa, oakden, 3677, 3, moseley place, , 7 93473080, 8362293, 5, NoRole
rec-7641-org,   ger, f, , 19430811, , erin, neumayer, wa, eighty mile beach, 2154, 68, henning place, , 618 92832140, 1780090, 5, NoRole
rec-6208-dup-0, cze, , , , , mikkael, vozdrak, nsw, boambee eazt, 3121, , blankoa place, , 04 50075013, 1725457, 4, NoRole
rec-2934-org,   rom, f, 21, 19970326, , emiily, lixandroiu, nsw, mount irvine, 7140, 59, mindarie street, cranbrook, 2 56820353, 4035140, 6, NoRole
rec-9687-org,   eng, f, 36, 19820117, , sophie, andrewson, , flemington, 4740, 2, northmore crescent, eagle rock, 04 77282285, 5311616, 2, NoRole
rec-4555-org,   ind, m, 14, 20040107, , noah, sitipala, wa, tutunup, 4869, 5, torrens street, , 618 66845894, 9147460, 7, NoRole
rec-6990-dup-2, eng, m, 23, , , jakop, merrikkston, vic, fajei, , 355, wrixon ztreet, , 8 66761388, 7552219, 6, NoRole
rec-490-org,   usa, m, 30, 19880425, , georgia, peck, , buddina, 2161, 15, schlich street, , 02 70659534, 3804382, 5, NoRole
rec-351-org,   usa, m, 33, 19850605, , jye, rodriquez, nsw, llandilo, 4074, 30, nambucca street, , , 4414595, 1, NoRole
rec-6874-org,   eng, m, 31, 19870504, , hayden, haward, vic, hampton, 4164, 7, smyth place, , 618 80972705, 1257099, 0, NoRole
rec-3716-org,   unk, m, , 19850508, pfc, sebastian, , sa, warrow, 3012, 67, ardlethan street, , 7 25561385, 2564902, 9, NoRole
rec-5327-org,   eng, f, 25, 19931018, , holly, alfson, vic, falls creek, 3400, 1, markham street, jarrah, 618 01631320, 8556236, 7, NoRole
rec-8055-org,   tur, f, 8, 20100209, dr, deakin, safav, vic, bushfield, 5372, 8, hugh mckay crescent, , 07 06920754, 7022353, 5, NoRole
rec-320-dup-0, chi, f, , 19901 05, ms, , su, nsw, crest  o od, 653 , 25, cloncur ry street, kangaroogrnd, 02 821 6717, 5046858, 1, NoRole
rec-7424-org,   chi, f, 22, 19960120, , olivia, sui, nsw, curlwaa, 2193, 20, maconochie crescent, , 07 57150437, 6645555, 3, NoRole
rec-8749-org,   usa, m, 30, 19880204, , jordan, , nsw, frankston, 3021, 12, devonport street, , 02 88559065, 1007750, 5, NoRole
rec-4820-org,   afr, m, , 19110927, mr, lucas, moussavou, vic, beenleigh, 3016, 22, vizard street, , 8 23562435, 9853736, 3, NoRole
rec-6236-org,   eng, , , 19651120, mr, luke, elder, qld, east preston, 4164, 61, bourne street, kintyre, 3 54956290, 3417291, 9, NoRole
rec-785-dup-1, eng, f, 30, 1988 061, ms, tynan, britt n, nsw, morans   o sing, 4116, 1 , clarnet   e place, , 02 89020630, 8585632, 5, NoRole
rec-1916-org,   ser, f, , 19281001, , roberta, boskovic, wa, perth, 4213, 67, hirst place, rawdon, 8 49370967, 8413690, 7, NoRole
rec-110-dup-0, unk, f, 23, 19951108, , kameron, apalon, vic, laveahs ill, 2650, 252, mina wylie cresjent, , , 4810063, 3, NoRole
rec-5425-org,   usa, f, , 19150420, dr, jacob, guerrero, tas, bundaberg, 4152, 108, florence taylor street, arlington, 07 24107083, 8682772, 1, NoRole
rec-5054-org,   sri, f, 23, 19950719, ms, tasman, wickremasinghe, qld, clare, 3460, 16, ennor crescent, , 3 54183125, 3890820, 2, NoRole
rec-2405-org,   afg, f, , 19761122, , emma, isupzai, nsw, grafton, 7270, 99, menkens court, , 612 66958576, 6786145, 3, NoRole
rec-5050-org,   usa, m, 9, 20090611, ms, daniel, baldwin, vic, welshpool, 2233, 23, curlewis crescent, , 8 61217891, 9732214, 7, NoRole
rec-9194-org,   unk, f, 40, 19780624, ms, joshua, , tas, reedy marsh, 5045, 2, pryor place, rick-leigh, 617 86061471, 6360310, 4, NoRole
rec-2730-org,   afg, f, , 19330125, mr, lachlan, hotak, vic, thowgla valley, 7005, 77, wynter place, moorillyah, 8 01417403, 5996245, 6, NoRole
rec-9602-org,   usa, f, 36, 19820912, , jordan, mcfadden, , kings cross, 2680, 26, burkitt street, , 08 42359092, 2987948, 7, NoRole
rec-8111-org,   eng, f, 36, 19820629, hon, lachlan, merrickson, nsw, macmasters beach, 3170, 68, oakes street, gsala view, 612 31453798, 9211443, 0, NoRole
rec-3572-org,   eng, f, 36, 19820110, , jared, spear, vic, kawarren, 3044, 19, lochbuy street, little nest, 02 85852041, 9573065, 9, NoRole
rec-941-dup-1, usa, f, 22, 19960 14, , timothy, acevedo, nsw, tullamore, 21 9 4, 68  , clive steele avenue, , 028 126 397, 6391420, 5, NoRole
rec-1259-org,   usa, m, 32, , , benjamin, bryant, vic, terrigal, 2533, 44, davis street, , 08 42207225, 3953373, 3, NoRole
rec-6566-org,   usa, , 20, 19981125, , aidyn, davis, nsw, neilrex, 3055, 88, canberra avenue, , 612 09225188, 8932274, 9, NoRole
rec-485-dup-0, cze, f, 23, 19950124, , harrison, biel, nt, alyangula, 3182, 41, burnside street, , 03 80858014, 4905466, 2, NoRole
rec-4357-org,   eng, , 32, 19860307, ms, leah, georgeson, wa, denmark, 3137, 154, fullerton crescent, , 618 45156865, 9381767, 1, NoRole
rec-8591-org,   chi, f, 22, 19960720, , ruby, chueh, nsw, jugiong, 4034, 10, mullan street, millridge, 612 81642076, 4207789, 5, NoRole
rec-2707-org,   usa, f, 26, 19920612, , , fuller, , nambour, 2166, 53, medley street, , 07 67845653, 6877976, 0, NoRole
rec-3985-org,   unk, m, 30, 19881201, , joshua, strazzari, sa, sanderston, 5086, 27, tubb place, annecy park, 617 68608631, 7409605, 0, NoRole
rec-6387-org,   unk, f, 32, 19860829, , joshua, scogin, vic, goroke, 2191, 687, meiklejohn place, woodburn cottage, 08 92383330, 9669574, 3, NoRole
rec-2492-org,   unk, f, 22, 19961010, dr, jackson, scogin, nsw, koolewong, 2478, 30, theodore street, , 612 25204928, 6352679, 9, NoRole
rec-8937-org,   usa, , , 19311018, , bianca, duncan, sa, kybybolite, 2118, 1, vagabond crescent, , 617 51321162, 8703724, 8, NoRole
rec-8781-org,   usa, f, 27, 19911231, , charlotte, cheng, , miller, 2150, 7, howitt street, willyaroo street, , 9930066, 3, NoRole
rec-5446-org,   usa, f, , 19510124, ms, alannah, herrera, vic, bundoora, 2315, 85, knox street, , , 1118051, 1, NoRole
rec-8049-org,   usa, f, 25, 19930625, , tiana, rocha, vic, everton, 2766, 9, oliver street, , 618 97677939, 8699797, 6, NoRole
rec-6774-org,   usa, m, 32, , , emiily, cooley, wa, magenta, 6150, 1, suttor street, , 8 55955150, 9001450, 1, NoRole
rec-2589-org,   , , 33, 19850704, , nemesia, maymuru, nsw, grogan, 2049, 1, rapanea street, , 2 65939374, 2914635, 1, NoRole
rec-4720-dup-0, ind, f, 29, 198 0510, , zachary, manikkalingam, vjc, regentwest, 2166,  5 5, bauhini a street, , 08 80g81 26, 8819339, 9, NoRole
rec-4227-org,   usa, f, 39, 19790408, , archie, michael, sa, cockatoo valley, 2305, 10, burnside street, , 617 82087415, 2084096, 0, NoRole
rec-3363-org,   eng, f, , 19800606, hon, emiily, hambleton, nsw, harbord, 3084, 4, goodchild street, parkway centre, 07 24987822, 6442242, 3, NoRole
rec-5958-dup-0, eng, f, 22, 19961031, ms, tylan, addiston, kld, stoal poind, 3070, 37, julia vlynn avenue, brentwood village, 03 41744233, 1834147, 6, NoRole
rec-3059-org,   eng, f, , 19810310, , sam, upton, wa, hillside, 2330, 33, etheridge street, foxground, 08 56727661, 8926722, 6, NoRole
rec-4839-dup-2, afg, f, 24, 1994 210, ms, benjam n, moh a    ed, vic, gipsy point, 3039, |, sidaway street, , 61822055 813, 3490891, 4, NoRole
rec-5244-org,   por, m, , 19360516, ms, joel, soveral, qld, millbank, 3016, 121, clode crescent, rowethorpe, 3 45664527, 6490550, 8, NoRole
rec-2999-dup-2, usa, f, , 19080310, , charles, humphrey, sa, padstowheights, 3630, 21, dwyer street, , 04 28380574, 9476135, 7, NoRole
rec-974-dup-2, chi, f, 24, 19941126, ms, alyss, l , , dulw: h h ill, 34 35, 2 , fossey street, , 03 31581181, 205  41, 3, NoRole
rec-2423-org,   usa, f, 28, 19900827, mr, kale, brooks, vic, apsley, 2155, 3, sturt avenue, , 08 38999322, 3589984, 2, NoRole
rec-5741-org,   usa, f, , 19640319, , daniel, lowe, wa, wandi, 3021, 16, harper street, , 08 93927527, 4171920, 0, NoRole
rec-6153-org,   ger, f, 36, 19821229, , caitlin, laberenz, nsw, mullengandra, 5109, 12, burbidge crescent, lazy acres, 2 26813505, 6352307, 0, NoRole
rec-7565-org,   ger, f, , , mr, david, simmendinger, wa, seville grove, 6010, 54, namatjira drive, , 618 49061305, 4664039, 8, NoRole
rec-3796-dup-0, unk, f, , 19810908, mr, chlo , scottja kson, ns, heckenb e g, 244 3, 1, antillst eet, , 612 36 65218, 6239707, 0, NoRole
rec-3820-dup-0, usa, , 37, 19810306, mr, stopi, kkonli, nsw, laloah park, 2042, 100, bellinker circuit, , 612 63713689, 1812182, 0, NoRole
rec-5790-org,   eng, f, 31, 19870321, , mitchell, garrod, qld, riverstone, 2630, 27, girrahween street, berkeley village, 03 63745116, 4584563, 1, NoRole
rec-60-org,   unk, , 35, 19831223, , nicholas, scime, qld, lansdowne, 3046, 23, brunnich place, , 3 12206774, 7650115, 6, NoRole
rec-5662-org,   ser, f, , 19660303, , mila, rawlev, wa, hazelmere, 7007, 11, wangara street, whispering pines, 08 31242511, 3715435, 9, NoRole
rec-5920-org,   ind, f, 18, 20000519, , christian, visala, vic, bulla, 4700, 23, brownless street, , 08 23546694, 7169258, 0, NoRole
rec-8286-org,   usa, , 29, 19890330, , sachin, estes, qld, mount warren park, 4124, 3, violet grover place, , 03 77055947, 6531814, 8, NoRole
rec-7418-dup-1, unk, f,  3 2, 19 60705, ms, bridget, aarcv, vic, wand: n  orth, 325 0, 5, jauncey court, , 08 07210435, 7852294, 6, NoRole
rec-1030-org,   unk, f, 21, 19970623, ms, jack, straw, tas, doctors rocks, 6375, 339, ashburner street, the rookery, 7 04444018, 4094277, 6, NoRole
rec-5580-org,   unk, f, , 19860904, ms, james, aarcy, wa, monjebup, 4161, 149, , , 08 76943533, 8071175, 2, NoRole
rec-3265-dup-2, chi, f, , 19950821, mr, michaela, lam, act, hall, 2576, 8, ipima sfrxet, , 2 37627104, 4003774, 7, NoRole
rec-7208-org,   ger, f, , 19160916, mr, chloe, holtzmann, vic, woorndoo, 3350, 70, fenton street, brookvale, 8 91250419, 3271301, 9, NoRole
rec-1401-org,   ind, f, 30, 19880107, , ainsley, madhani, nsw, kianga, 2508, 115, airey crescent, , 02 48460890, 1324108, 2, NoRole
rec-3689-org,   usa, m, 36, 19821101, , grace, joseph, vic, burnside, 2750, 53, cowper street, , 618 77087692, 9331978, 3, NoRole
rec-2455-org,   ind, f, 27, 19910624, ms, blade, dhillon, nsw, bolwarra heights, 5254, 29, mcgowan street, , 02 54130193, 2903336, 2, NoRole
rec-4383-org,   chi, f, , 19171113, , simone, dan, vic, glengarry, 3021, 4, bean crescent, , , 8087291, 8, NoRole
rec-433-org,   unk, f, 12, 20061229, , jayden, abbitt, nsw, ariah park, 2548, 17, simon place, droubalgie, 2 20945428, 4901041, 8, NoRole
rec-9566-dup-2, usa, m, 30, 19880303, , sasfha, freeman, , flindergspark, 3820, 24, cromwellvkrcuit, , 04 06023443, 2261198, 3, NoRole
rec-8287-org,   chi, f, 30, 19880213, , emma, nieh, vic, buffalo, 2090, 1, arunta street, , 03 58747519, 9383795, 9, NoRole
rec-5065-org,   usa, f, , 19231003, ms, mitchell, ratliff, nsw, willbriggie, 5022, 5, temperley street, , 2 79693555, 8752199, 1, NoRole
rec-8834-dup-0, eng, m, 34, 198 40 09, , savanna , hall m an, qld, mount s  eridan, 6053, l , cromwell circuit, , 61312116432, 1861380, 8, NoRole
rec-5273-org,   unk, f, 30, 19880212, ms, elijah, scirri, qld, sabine, 2170, 22, wilkins street, , 3 52289159, 3785990, 5, NoRole
rec-7657-org,   fre, f, 28, 19900215, , isabelle, bernadotte, nsw, trafalgar, 4814, 12, darby street, rosewood garden, , 2229767, 7, NoRole
rec-4166-dup-2, eng, m, 28, 19900301, , luk , chris i ans,   , pooraka, 4370, , hoddleg arden, gumm y  ully, 07 51080982, 2764440, 2, NoRole
rec-2961-dup-0, unk, m, 9, , , andrea, strawbridge, ndv, marmon point, 3016, 16, doyle trrace, , 612 64324206, 3423984, 0, NoRole
rec-1495-org,   cze, , 32, 19861221, hon, emma, musil, nsw, burren junction, 4021, 27, wentworth avenue, , 2 81767385, 9317038, 5, NoRole
rec-8408-org,   , f, 33, 19850805, , joel, compagne, nsw, new brighton, 4700, 5, searle place, stonyrise, , 8787039, 4, NoRole
rec-1879-org,   chi, , 22, 19961102, hon, sienna, ouyong, wa, , 6021, , palmer street, warbinya, 08 88507720, 3149999, 7, NoRole
rec-7403-org,   usa, f, 35, 19830327, , indiana, whitley, sa, marden, 2287, 5, knaggs crescent, , 7 52438074, 3411143, 8, NoRole
rec-5679-org,   usa, f, 6, 20120118, , zali, valencia, vic, st kilda east, 5290, 12, dooring street, rosetta village, , 2459377, 4, NoRole
rec-1776-org,   chi, f, , 19400504, pfc, lily, sima, nsw, gulpa, 0852, 31, rosebery street, , 2 97519591, 6088244, 3, NoRole
rec-5750-org,   eng, f, 34, 19840207, , thomas, victors, nsw, devonport, 5039, , morgan crescent, , 02 15946032, 9199644, 8, NoRole
rec-9339-org,   eng, f, 7, 20110130, , blake, quigley, nsw, geurie, 4035, 118, florey drive, , 612 47225184, 5814523, 1, NoRole
rec-2285-dup-0, usa, f, , 19450404, , kayden, hampton, sa, devon park, 4170, 12, tullaropd street, quarter deck, 7 78818032, 7698947, 1, NoRole
rec-8278-org,   ina, m, 27, , , imogen, budiman, act, waggrakine, 3133, 12, ashkanasy crescent, myranda, 2 11920737, 6333494, 7, NoRole
rec-4823-org,   ara, f, 26, 19920907, pfc, alexandra, aqsa, nsw, toongabbie, 2485, 172, shepherd street, , 02 85532471, 8426917, 4, NoRole
rec-9715-dup-1, usa, f, 2 , 19960410, m , ashli , ingram, vic, vermont so uth, 3072, G , geerilong garden, home  ale, 0370134123, 5703 79, 9, NoRole
rec-2323-dup-0, unk, , 33, 19850216, , yasrn , scottjckson, qld, deep ater, 2026, 1, selwyn st reet, , 613 30125444, 1783350, 8, NoRole
rec-9510-dup-2, usa, m, 37, 19810731, ms, michelle, mor se, sa, newt0 w n, 413 , 2, , golden pond s resort, 617 1818 3376, 5705773, 9, NoRole
rec-9354-org,   unk, f, , 19350324, mr, joshua, strahn, vic, toorak, 3101, 4, balbo place, , , 2899376, 0, NoRole
rec-4634-org,   eng, m, 21, , mr, callum, proudfoot, vic, arcadia, 3040, 6, mountain circuit, , 618 24945434, 1099199, 7, NoRole
rec-2777-dup-1, fre, f,  3 , 19840724, , b1 a e, legra nd, s a, clarence g rdens, 6722, 2, woden centre, cremorne, , 6276241, 2, NoRole
rec-8518-org,   , f, 29, 19890117, ms, michael, rollins, wa, pintharuka, 6230, 19, kavel street, villa 3, 08 98127849, 6168498, 2, NoRole
rec-5101-org,   cze, f, 27, 19910828, ms, samantha, keblovski, wa, reservoir, 2261, 3, rymill place, , 8 21055699, 7494357, 2, NoRole
rec-8034-dup-0, ger, f, 31, 19870816, ms, liam, klaeber, , currsmong, 2778, 13, hansen cirfuit, ainslie house, 613 68136636, 9085703, 7, NoRole
rec-5939-dup-1, ara, f, 3 1, 19870813, dr, kai ey, , ns w, colov  le, 5008, 12 5, pitcairn street, , 612 61597896, 76 91169, 2, NoRole
rec-9781-org,   chi, f, 30, 19880828, mr, joshua, bing, vic, panton hill, 2026, 18, , bocking, 8 70759186, 8747550, 2, NoRole
rec-6809-dup-0, usa, m, 3  , 19881025, mr, joel, di  n, vic, geran  gerung, 235 , 1 , stace place, millbay, 618 73339409, 6036 3, 8, NoRole
rec-4177-org,   usa, f, 38, 19801111, dr, charlie, mclaughlin, wa, borden, 2306, 23, burkitt street, merrimac heights, 08 75975346, 6064299, 7, NoRole
rec-5568-dup-0, unk, f, 30, 19881013, dr, mikkayla, sttkolart, nsw, springvield, 2620, 117, taylor street, , 02 76378221, 4052680, 6, NoRole
rec-1537-org,   usa, f, 31, 19871121, , john, hester, vic, kyabram, 5025, 19, ashkanasy crescent, , 08 28062734, 2478421, 2, NoRole
rec-1315-org,   dut, f, 30, , dr, kelsey, fones, vic, kogarah, 4341, 5, wilkins street, yurara park, 08 48648399, 2261889, 7, NoRole
rec-49-org,   eng, f, , 19530601, ms, cooper, tennison, wa, vancouver peninsula, 6151, 29, warrego circuit, oyster farm, 8 21294280, 2910382, 0, NoRole
rec-2544-org,   ira, f, 28, 19900320, , coby, habibi, vic, tallygaroopna, 2321, 384, chevalier street, treetops, 8 20840936, 4056336, 8, NoRole
rec-8702-dup-1, hun, f,  9, 19890 10, , noah, tele lci, , rolle ton, 4743, 1 , babbage crescent, , 04 85841 26, 661 1141, 8, NoRole
rec-9435-org,   cze, f, 25, 19930726, , alexia, strelecz, nsw, asquith, 4854, 7, john cleland crescent, stan-fast, 2 78403417, 2970046, 7, NoRole
rec-3778-dup-0, usa, f, 27, 19910105, dr, kimberley, ewing, , coffss harbour, 3777, 10114, piddington street, , 03 63868008, 4601185, 5, NoRole
rec-2461-dup-0, ser, f, 10, 20080607, sgt, liam, teresak, vic, minkha, 2203, 13, dalkarno kloze, coacoran, 02 48037762, 1072006, 4, NoRole
rec-726-org,   ira, f, 27, 19910219, ms, indiana, sadri, nsw, medlow bath, 3073, 27, , glenwood homes, 02 99250580, 7510110, 1, NoRole
rec-6401-dup-0, eng, f, 34, 20100407, , thomas, hermanson, wa, ludlow, 5271, 7, medley s treet, , 8 81195954, 6863300, 5, NoRole
rec-2335-dup-1, usa, m, 21, 1997 0830, , madison, wooard, nsw, north b lgowlah, 316 , 1 , broolc e place, aldingabe ch court, 02 12319457, 3724788, 8, NoRole
rec-376-org,   chi, f, 31, 19870912, , annabelle, jong, vic, marnoo, 3192, 30, mt warning crescent, , 08 68834326, 9021176, 6, NoRole
rec-2319-dup-2, usa, f, 21, 19970918, ms, laure, chambers, vic, too|ern vale, 5034, 18, derringto   rescent, bindaree, 03978234 1, 756 00, 3, NoRole
rec-7783-dup-0, usa, f, 26, 19921105, , droy, samora, sa, lake fiew, 4122, 89, fiveaecs street, , 617 54876845, 6183726, 8, NoRole
rec-5461-org,   ind, f, , 19220919, , noah, sunthari, nsw, port elliot, 3056, 2, murray crescent, , 2 38094055, 8139958, 0, NoRole
rec-5228-dup-0, usa, f, 33, 19850626, , dillon, mckeinue, , dianell, 2044, 30, aspinall street, taylor lakes retirement village, , 5362198, 1, NoRole
rec-5077-org,   usa, f, 29, 19890516, mr, joshua, ellison, vic, christmas hills, 4501, 56, doyle terrace, the willows, 08 21987775, 6493946, 5, NoRole
rec-7233-org,   eng, f, 38, 19800829, , arabella, bulle, nsw, rankins springs, 2203, 172, bernacchi street, , 02 55973716, 3263527, 0, NoRole
rec-2107-org,   unk, f, 35, 19830228, , harrison, scirri, nsw, hat head, 2823, 301, glencross street, , 612 44592488, 2819303, 8, NoRole
rec-7611-org,   dut, f, 33, 19850220, , mitchell, markgraaf, nsw, dural, 2760, 354, elsey street, little paddocks, 02 35231546, 3772770, 9, NoRole
rec-3095-org,   ira, , 33, 19851126, ms, jack, khademi, qld, kawl kawl, 6510, 4, solander place, , 3 93825674, 6200424, 6, NoRole
rec-9204-org,   usa, f, 23, 19951105, , hanna, snyder, tas, hayes, 2039, 1, starke street, , , 5693673, 5, NoRole
rec-3604-org,   rom, m, 31, 19870523, , ellorah, maniu, vic, noorat, 3629, 9, macalister crescent, brindabella specialist centre, 08 14752076, 4701940, 3, NoRole
rec-8924-org,   chi, f, 35, 19831016, , jessica, chyau, wa, myaree, 3434, 26, macalister crescent, , 618 30284449, 9515313, 0, NoRole
rec-238-org,   jew, f, 32, 19860812, mr, grace, mannes, nsw, riverwood, 2480, 48, shackleton circuit, ardmona, 2 21237449, 4104444, 8, NoRole
rec-5339-dup-2, ind, m, 11, 20070 27, , stepha '1e, ramp r akesh, , narooma, 208 , 3, fairley crescent, , 03 3083 294, 6414221, 8, NoRole
rec-965-org,   unk, , , 19100829, mr, eboni, abbitt, nsw, wollomombi, 2024, 5, forsythe street, , 02 88024836, 7576103, 1, NoRole
rec-9964-org,   ser, f, 25, 19930701, , daniel, rebaca, vic, noble park, 3220, 6, bussau close, , 02 55694465, 7576086, 4, NoRole
rec-2007-dup-2, ara, , 30, 19889028, , tywn, ammarah, sva, gilberton, 2114, 24, illingworth street, clarendob park, 08 17311064, 1593543, 9, NoRole
rec-2766-org,   sri, f, , 19500717, , catherine, vellesamy, qld, fletcher creek, 2261, 70, , rbm 1020, 07 33498681, 9655826, 7, NoRole
rec-4102-org,   eng, m, , 19600922, ms, matilda, sands, , toowong, 3000, 3, herron crescent, bindana downs, 03 22564299, 9903419, 4, NoRole
rec-3428-dup-0, cze, , , 19681106, ms, kcckira, holic, nsw, surfjide, 2422, 47, lumeah street, , 612 84699909, 4202149, 6, NoRole
rec-4974-org,   eng, , 35, 19830225, , genevieve, walterson, , salisbury east, 3355, 45, belconnen way, , 08 20373317, 3513593, 5, NoRole
rec-7961-dup-0, unk, f, 3 , 19870113, , , str pp, ns w, birminghamgardens, 202 , 4, phillipson  escent, , 612 96704542, 8440039, 4, NoRole
rec-9855-org,   unk, f, 31, 19870313, , faith, strazzari, vic, broadford, 4103, , waratah street, , , 8373201, 1, NoRole
